order_date_dateorders,daily_orders,daily_sales,daily_avg_benefit,daily_late_rate
2015-12-08 00:44:00,1,150.0,62.79,0.0
2015-12-08 01:05:00,2,499.97,0.84,1.0
2015-12-08 01:27:00,1,199.98,8.3,1.0
2015-12-08 01:48:00,4,819.9,15.56,0.0
2015-12-08 02:30:00,1,299.98,72.0,0.0
2015-12-08 03:33:00,2,599.97,64.68,0.0
2015-12-08 03:54:00,2,249.95,26.41,0.0
2015-12-08 04:15:00,4,1149.92,62.14,0.0
2015-12-08 04:57:00,2,324.97,63.97,1.0
2015-12-08 05:18:00,3,949.83,-45.09,0.0
2015-12-08 05:39:00,5,1119.86,70.99,1.0
2015-12-08 06:00:00,2,899.93,117.11,0.0
2015-12-08 06:21:00,5,379.93,9.91,1.0
2015-12-08 07:03:00,3,359.96,19.27,0.0
2015-12-08 07:24:00,2,59.98,0.99,0.0
2015-12-08 07:45:00,3,1199.94,113.1,1.0
2015-12-08 08:06:00,3,397.87,36.36,1.0
2015-12-08 08:27:00,3,619.92,52.38,1.0
2015-12-08 09:30:00,1,99.96,-2.55,0.0
2015-12-08 09:51:00,3,589.91,-224.92,1.0
2015-12-08 10:33:00,5,829.94,19.72,1.0
2015-12-08 11:15:00,1,129.99,-92.42,1.0
2015-12-08 12:18:00,4,654.91,41.48,1.0
2015-12-08 12:39:00,2,399.94,27.9,1.0
2015-12-08 13:21:00,2,539.94,99.29,1.0
2015-12-08 13:42:00,1,299.97,103.44,1.0
2015-12-08 14:03:00,3,659.93,54.32,0.0
2015-12-08 14:24:00,2,429.87,68.9,1.0
2015-12-08 15:06:00,2,379.99,-189.91,1.0
2015-12-08 15:27:00,5,1229.89,54.12,1.0
2015-12-08 15:48:00,2,229.95,13.03,0.0
2015-12-08 16:09:00,2,399.97,21.62,0.0
2015-12-08 16:30:00,2,699.91,141.87,0.0
2015-12-08 16:51:00,1,129.99,26.32,1.0
2015-12-08 17:12:00,3,479.88,5.93,1.0
2015-12-08 17:54:00,5,759.88,-2.07,0.0
2015-12-08 18:15:00,3,394.97,-14.03,1.0
2015-12-08 18:37:00,1,299.98,88.72,1.0
2015-12-08 18:58:00,5,1029.91,52.12,0.0
2015-12-08 19:19:00,1,199.99,91.18,0.0
2015-12-08 19:40:00,1,44.97,-23.92,0.0
2015-12-08 20:01:00,3,369.93,9.46,1.0
2015-12-08 20:22:00,3,619.93,21.32,1.0
2015-12-08 20:43:00,1,250.0,14.06,1.0
2015-12-08 21:04:00,1,50.0,14.7,0.0
2015-12-08 21:46:00,3,459.87,65.66,0.0
2015-12-08 22:07:00,3,429.97,53.25,1.0
2015-12-08 22:28:00,5,1759.9,116.32,0.0
2015-12-08 22:49:00,5,1239.84,-82.57,1.0
2015-12-08 23:10:00,1,129.99,31.46,1.0
2015-12-08 23:31:00,5,789.87,37.17,1.0
2015-12-08 23:52:00,3,529.96,66.48,1.0
2015-12-09 00:34:00,2,429.97,0.88,0.0
2015-12-09 00:55:00,2,539.93,106.04,0.0
2015-12-09 01:16:00,3,849.87,59.91,1.0
2015-12-09 01:37:00,5,1209.85,53.56,1.0
2015-12-09 01:58:00,3,774.93,63.74,1.0
2015-12-09 02:19:00,5,899.86,42.72,1.0
2015-12-09 02:40:00,4,1029.93,12.79,0.0
2015-12-09 03:01:00,1,399.98,101.91,1.0
2015-12-09 03:22:00,4,759.92,-49.23,1.0
2015-12-09 03:43:00,3,829.95,87.32,1.0
2015-12-09 04:04:00,5,1081.92,78.55,1.0
2015-12-09 04:25:00,5,669.92,26.31,1.0
2015-12-09 04:46:00,5,863.95,5.85,1.0
2015-12-09 05:07:00,2,429.94,92.52,1.0
2015-12-09 05:28:00,5,756.87,-0.21,1.0
2015-12-09 05:49:00,5,989.82,45.59,0.0
2015-12-09 06:10:00,1,129.99,47.97,0.0
2015-12-09 06:31:00,4,699.78,23.02,0.0
2015-12-09 06:52:00,4,929.9,75.93,1.0
2015-12-09 07:13:00,1,179.97,50.79,1.0
2015-12-09 07:55:00,4,619.85,48.41,0.0
2015-12-09 08:16:00,1,399.98,-831.96,0.0
2015-12-09 08:37:00,1,129.99,32.76,1.0
2015-12-09 09:19:00,4,929.9,-36.17,0.0
2015-12-09 09:40:00,4,559.93,39.32,0.0
2015-12-09 10:01:00,4,779.92,51.73,0.0
2015-12-09 10:22:00,4,689.92,23.97,1.0
2015-12-09 10:43:00,4,1099.92,98.92,0.0
2015-12-09 11:04:00,1,299.98,118.43,1.0
2015-12-09 11:47:00,2,379.99,-4.43,1.0
2015-12-09 12:08:00,5,779.94,51.25,1.0
2015-12-09 12:29:00,1,99.96,20.78,1.0
2015-12-09 12:50:00,3,384.9,47.78,0.0
2015-12-09 13:11:00,1,50.0,19.53,0.0
2015-12-09 13:32:00,3,569.93,7.82,0.0
2015-12-09 13:53:00,3,529.94,-78.36,1.0
2015-12-09 14:14:00,5,1519.88,47.21,1.0
2015-12-09 14:56:00,2,739.91,29.38,0.0
2015-12-09 15:17:00,3,729.95,69.38,0.0
2015-12-09 15:38:00,1,299.95,108.88,1.0
2015-12-09 16:20:00,1,119.98,36.5,0.0
2015-12-09 16:41:00,5,709.88,30.83,0.0
2015-12-09 17:02:00,1,199.99,14.27,0.0
2015-12-09 17:23:00,1,299.95,65.24,1.0
2015-12-09 17:44:00,3,819.91,36.71,1.0
2015-12-09 18:05:00,1,299.95,-196.77,0.0
2015-12-09 18:26:00,3,569.9,-88.26,0.0
2015-12-09 19:08:00,5,999.88,23.23,1.0
2015-12-09 19:29:00,2,399.99,-47.06,1.0
2015-12-09 19:50:00,4,539.91,29.24,0.0
2015-12-09 20:11:00,2,274.96,45.53,1.0
2015-12-09 20:32:00,3,449.96,26.09,1.0
2015-12-09 20:53:00,5,511.96,21.28,1.0
2015-12-09 21:14:00,1,150.0,36.75,1.0
2015-12-09 21:56:00,3,479.91,18.87,0.0
2015-12-09 22:17:00,4,314.94,13.39,0.0
2015-12-09 22:38:00,5,1021.91,54.31,1.0
2015-12-09 22:59:00,4,859.89,47.44,1.0
2015-12-09 23:20:00,3,949.9,85.86,0.0
2015-12-09 23:41:00,2,599.91,91.0,0.0
2015-12-10 00:02:00,1,59.99,14.74,0.0
2015-12-10 00:23:00,4,919.93,57.76,1.0
2015-12-10 00:44:00,1,129.99,10.79,1.0
2015-12-10 01:05:00,1,399.98,-314.86,0.0
2015-12-10 01:26:00,4,719.84,51.9,0.0
2015-12-10 01:47:00,2,549.97,125.65,1.0
2015-12-10 02:08:00,1,129.99,38.22,1.0
2015-12-10 02:29:00,2,419.95,-59.47,0.0
2015-12-10 02:50:00,2,249.9,10.56,0.0
2015-12-10 03:11:00,2,599.97,4.55,0.0
2015-12-10 03:32:00,1,149.94,-223.04,0.0
2015-12-10 03:53:00,1,399.98,23.04,1.0
2015-12-10 04:14:00,2,374.9,8.94,1.0
2015-12-10 04:36:00,4,964.91,-38.56,0.0
2015-12-10 04:57:00,5,899.81,-7.08,0.0
2015-12-10 05:18:00,1,179.97,1.67,0.0
2015-12-10 06:00:00,2,159.98,30.81,1.0
2015-12-10 07:03:00,1,100.0,33.8,0.0
2015-12-10 08:06:00,3,479.95,9.63,0.0
2015-12-10 08:48:00,5,1139.89,91.12,0.0
2015-12-10 09:30:00,5,779.88,40.28,1.0
2015-12-10 10:12:00,3,394.95,-11.84,0.0
2015-12-10 10:33:00,2,259.98,54.99,0.0
2015-12-10 11:15:00,2,234.96,33.52,0.0
2015-12-10 11:36:00,4,1099.91,103.22,0.0
2015-12-10 11:57:00,5,899.94,-53.73,0.0
2015-12-10 12:18:00,3,258.97,-38.32,0.0
2015-12-10 12:39:00,3,799.94,70.82,1.0
2015-12-10 13:00:00,1,99.99,27.44,1.0
2015-12-10 13:21:00,3,489.98,55.54,0.0
2015-12-10 13:42:00,2,699.96,124.68,0.0
2015-12-10 14:03:00,4,1109.91,52.69,0.0
2015-12-10 14:24:00,5,886.86,-26.88,1.0
2015-12-10 14:45:00,3,649.88,73.15,1.0
2015-12-10 15:06:00,5,1391.88,53.87,0.0
2015-12-10 15:27:00,3,719.95,-186.72,0.0
2015-12-10 15:48:00,1,399.98,117.62,0.0
2015-12-10 16:09:00,4,539.93,20.51,0.0
2015-12-10 16:30:00,3,529.97,-53.76,1.0
2015-12-10 16:51:00,4,1039.76,-5.47,0.0
2015-12-10 17:12:00,3,427.93,36.23,0.0
2015-12-10 17:33:00,1,299.98,18.67,0.0
2015-12-10 17:54:00,3,599.97,19.21,0.0
2015-12-10 18:15:00,1,399.98,26.4,1.0
2015-12-10 18:36:00,5,647.95,-71.7,0.0
2015-12-10 19:18:00,2,144.97,32.88,1.0
2015-12-10 19:39:00,4,819.91,14.63,1.0
2015-12-10 20:21:00,1,299.95,125.56,0.0
2015-12-10 20:42:00,4,679.81,25.79,0.0
2015-12-10 21:03:00,3,459.97,52.7,0.0
2015-12-10 21:25:00,2,399.98,56.65,1.0
2015-12-10 21:46:00,1,179.97,3.4,1.0
2015-12-10 22:07:00,2,379.96,85.67,0.0
2015-12-10 22:28:00,4,979.75,41.37,0.0
2015-12-10 23:10:00,5,739.91,35.99,1.0
2015-12-10 23:31:00,5,1194.86,22.24,1.0
2015-12-10 23:52:00,3,649.94,36.81,1.0
2015-12-11 00:34:00,3,479.92,-3.7,1.0
2015-12-11 01:16:00,1,119.98,28.17,1.0
2015-12-11 01:37:00,5,889.88,28.34,0.0
2015-12-11 01:58:00,4,849.88,-276.62,0.0
2015-12-11 02:19:00,5,1259.77,-91.15,0.0
2015-12-11 02:40:00,5,699.81,-20.49,1.0
2015-12-11 03:01:00,3,259.95,6.47,1.0
2015-12-11 03:22:00,4,719.94,44.14,0.0
2015-12-11 03:43:00,1,299.98,16.63,0.0
2015-12-11 04:04:00,4,979.9,45.31,0.0
2015-12-11 04:25:00,1,110.0,9.35,1.0
2015-12-11 04:46:00,2,549.85,91.7,1.0
2015-12-11 05:07:00,4,499.96,2.71,0.0
2015-12-11 05:28:00,2,329.98,26.23,0.0
2015-12-11 06:10:00,5,849.94,-7.79,1.0
2015-12-11 06:31:00,1,199.98,-304.47,1.0
2015-12-11 06:52:00,3,609.97,-83.26,0.0
2015-12-11 07:13:00,4,859.94,34.16,0.0
2015-12-11 07:34:00,4,569.95,27.02,0.0
2015-12-11 07:55:00,3,575.9,32.6,1.0
2015-12-11 08:16:00,3,639.93,-227.58,1.0
2015-12-11 08:58:00,3,449.92,47.68,0.0
2015-12-11 09:40:00,4,527.92,26.33,1.0
2015-12-11 10:43:00,4,1159.91,-131.68,0.0
2015-12-11 11:04:00,4,549.95,41.68,1.0
2015-12-11 11:46:00,4,959.92,-6.61,1.0
2015-12-11 12:28:00,5,943.94,46.1,0.0
2015-12-11 12:49:00,1,99.96,37.78,0.0
2015-12-11 13:10:00,1,399.98,45.2,1.0
2015-12-11 13:52:00,4,879.88,-1.72,1.0
2015-12-11 14:14:00,4,409.95,22.52,1.0
2015-12-11 14:35:00,4,534.9,35.53,1.0
2015-12-11 15:17:00,2,429.97,35.6,1.0
2015-12-11 15:38:00,2,279.97,34.43,0.0
2015-12-11 15:59:00,5,719.95,31.26,0.0
2015-12-11 16:20:00,3,529.96,-71.77,0.0
2015-12-11 16:41:00,2,799.94,141.74,1.0
2015-12-11 17:02:00,3,569.86,-199.57,1.0
2015-12-11 17:23:00,4,929.94,84.83,0.0
2015-12-11 17:44:00,3,739.93,54.45,0.0
2015-12-11 18:26:00,5,989.89,74.27,1.0
2015-12-11 18:47:00,4,684.95,60.02,1.0
2015-12-11 19:08:00,5,1329.89,-76.42,1.0
2015-12-11 19:29:00,5,1093.91,-12.81,0.0
2015-12-11 19:50:00,4,739.93,-42.0,1.0
2015-12-11 20:32:00,3,479.91,16.52,1.0
2015-12-11 20:53:00,4,679.94,68.12,0.0
2015-12-11 21:35:00,2,599.97,86.08,0.0
2015-12-11 21:56:00,4,639.85,38.88,1.0
2015-12-11 22:17:00,1,100.0,37.8,1.0
2015-12-11 22:38:00,5,1829.86,0.78,0.0
2015-12-11 22:59:00,1,100.0,14.83,1.0
2015-12-11 23:20:00,1,129.99,41.0,1.0
2015-12-11 23:41:00,1,30.0,1.64,1.0
2015-12-12 00:02:00,4,505.89,27.36,1.0
2015-12-12 00:23:00,3,479.92,54.47,0.0
2015-12-12 00:44:00,4,829.92,50.52,1.0
2015-12-12 01:05:00,4,919.93,69.48,1.0
2015-12-12 01:26:00,5,1249.83,-15.78,1.0
2015-12-12 01:47:00,2,239.97,34.03,1.0
2015-12-12 02:08:00,2,699.96,91.74,0.0
2015-12-12 02:50:00,5,1179.82,81.59,0.0
2015-12-12 03:32:00,4,659.95,44.81,1.0
2015-12-12 03:53:00,4,579.92,-16.75,0.0
2015-12-12 04:35:00,4,924.89,35.33,0.0
2015-12-12 04:56:00,4,609.9,41.18,1.0
2015-12-12 05:17:00,1,129.99,24.92,0.0
2015-12-12 05:38:00,5,1329.91,94.82,0.0
2015-12-12 05:59:00,5,889.93,57.47,0.0
2015-12-12 06:41:00,5,1034.84,59.67,1.0
2015-12-12 07:02:00,1,399.96,174.78,1.0
2015-12-12 07:24:00,3,599.97,-27.96,1.0
2015-12-12 07:45:00,4,949.9,6.35,1.0
2015-12-12 08:06:00,4,779.8,-125.02,1.0
2015-12-12 08:27:00,4,974.82,86.42,1.0
2015-12-12 08:48:00,3,799.94,100.5,1.0
2015-12-12 09:30:00,3,249.99,24.24,0.0
2015-12-12 09:51:00,3,649.88,-49.37,0.0
2015-12-12 10:54:00,1,130.0,-23.4,0.0
2015-12-12 11:15:00,1,199.99,4.85,0.0
2015-12-12 11:36:00,3,559.93,59.14,1.0
2015-12-12 11:57:00,1,47.99,14.11,1.0
2015-12-12 12:18:00,3,929.93,83.54,1.0
2015-12-12 12:39:00,3,589.94,39.64,0.0
2015-12-12 13:00:00,4,1439.9,50.02,1.0
2015-12-12 13:21:00,2,429.97,77.1,0.0
2015-12-12 14:24:00,1,59.99,-78.71,1.0
2015-12-12 15:06:00,1,99.99,3.04,1.0
2015-12-12 15:27:00,3,619.85,7.91,1.0
2015-12-12 15:48:00,2,259.98,47.88,1.0
2015-12-12 16:09:00,4,531.84,44.77,0.0
2015-12-12 16:30:00,4,929.93,17.44,0.0
2015-12-12 16:51:00,5,719.95,45.98,1.0
2015-12-12 17:12:00,5,984.84,34.12,0.0
2015-12-12 17:33:00,5,995.92,44.61,1.0
2015-12-12 17:54:00,3,999.93,-107.29,0.0
2015-12-12 18:15:00,3,959.9,117.48,0.0
2015-12-12 18:36:00,5,849.92,17.42,0.0
2015-12-12 18:57:00,2,177.98,32.18,1.0
2015-12-12 19:18:00,2,299.95,39.32,1.0
2015-12-12 19:39:00,4,609.84,-20.12,1.0
2015-12-12 20:00:00,1,299.98,94.3,0.0
2015-12-12 20:21:00,3,799.96,107.97,0.0
2015-12-12 20:42:00,2,449.92,-28.23,1.0
2015-12-12 21:03:00,1,199.99,-278.79,1.0
2015-12-12 22:06:00,4,643.91,44.78,0.0
2015-12-12 22:48:00,1,99.96,35.56,1.0
2015-12-12 23:09:00,5,994.85,76.88,0.0
2015-12-12 23:30:00,1,250.0,25.88,0.0
2015-12-12 23:51:00,3,629.96,32.08,0.0
2015-12-13 00:13:00,1,399.98,121.67,1.0
2015-12-13 00:34:00,3,255.9,21.83,1.0
2015-12-13 00:55:00,1,59.99,5.22,0.0
2015-12-13 01:37:00,3,679.88,4.38,0.0
2015-12-13 02:19:00,5,923.93,40.8,1.0
2015-12-13 02:40:00,2,559.92,34.32,0.0
2015-12-13 03:01:00,3,649.88,60.96,0.0
2015-12-13 03:22:00,5,979.95,18.51,1.0
2015-12-13 03:43:00,5,1099.81,45.67,1.0
2015-12-13 04:04:00,3,899.95,92.5,1.0
2015-12-13 04:25:00,5,1049.85,48.96,0.0
2015-12-13 04:46:00,2,289.96,36.31,0.0
2015-12-13 05:07:00,3,509.96,39.03,0.0
2015-12-13 05:28:00,2,499.94,114.64,1.0
2015-12-13 05:49:00,4,1029.97,77.0,1.0
2015-12-13 06:10:00,2,464.88,87.39,0.0
2015-12-13 07:13:00,2,299.94,-126.53,1.0
2015-12-13 07:55:00,4,819.92,33.58,0.0
2015-12-13 08:16:00,4,979.86,51.9,1.0
2015-12-13 08:37:00,2,429.94,17.78,1.0
2015-12-13 08:58:00,5,1089.89,55.24,1.0
2015-12-13 09:19:00,3,649.96,90.14,1.0
2015-12-13 09:40:00,5,931.83,47.77,0.0
2015-12-13 10:01:00,5,759.88,35.43,0.0
2015-12-13 10:22:00,5,633.93,10.79,1.0
2015-12-13 10:43:00,4,1139.91,6.97,1.0
2015-12-13 11:04:00,4,512.93,30.37,1.0
2015-12-13 11:25:00,4,969.91,60.8,0.0
2015-12-13 11:46:00,1,199.98,49.92,0.0
2015-12-13 12:07:00,4,589.87,10.11,0.0
2015-12-13 12:28:00,1,99.96,25.34,1.0
2015-12-13 12:49:00,2,499.98,12.72,1.0
2015-12-13 13:10:00,3,339.96,-7.19,1.0
2015-12-13 13:31:00,4,839.94,-46.56,1.0
2015-12-13 13:52:00,2,119.98,5.2,0.0
2015-12-13 14:13:00,4,799.89,33.08,0.0
2015-12-13 14:34:00,3,309.96,35.86,1.0
2015-12-13 15:16:00,5,979.94,28.18,0.0
2015-12-13 15:37:00,3,589.92,68.22,0.0
2015-12-13 15:58:00,2,449.96,44.24,1.0
2015-12-13 16:19:00,4,1029.92,60.59,1.0
2015-12-13 16:40:00,5,1279.85,53.91,0.0
2015-12-13 17:02:00,4,1129.91,81.26,0.0
2015-12-13 17:44:00,2,339.97,47.14,1.0
2015-12-13 18:26:00,2,499.98,43.89,0.0
2015-12-13 18:47:00,4,994.88,-44.91,0.0
2015-12-13 19:08:00,4,689.95,-2.57,0.0
2015-12-13 19:29:00,2,459.99,100.18,1.0
2015-12-13 19:50:00,3,584.84,-105.36,1.0
2015-12-13 20:11:00,1,299.97,105.29,1.0
2015-12-13 20:32:00,2,399.99,-21.98,1.0
2015-12-13 20:53:00,2,479.95,80.25,1.0
2015-12-13 21:14:00,3,839.93,-1.71,1.0
2015-12-13 21:35:00,4,659.95,27.94,1.0
2015-12-13 21:56:00,1,399.98,135.71,0.0
2015-12-13 22:17:00,1,129.99,15.11,0.0
2015-12-13 22:59:00,2,549.98,82.43,1.0
2015-12-13 23:20:00,3,609.92,81.01,1.0
2015-12-13 23:41:00,5,1139.79,25.77,1.0
2015-12-14 00:02:00,4,519.95,-13.37,0.0
2015-12-14 00:23:00,1,129.99,33.69,0.0
2015-12-14 00:44:00,3,649.93,80.76,0.0
2015-12-14 01:05:00,5,1619.81,117.81,0.0
2015-12-14 01:26:00,2,329.98,64.09,0.0
2015-12-14 01:47:00,2,194.94,-101.68,1.0
2015-12-14 02:08:00,3,999.95,90.48,1.0
2015-12-14 02:29:00,3,549.94,34.68,1.0
2015-12-14 02:50:00,5,649.83,-67.36,1.0
2015-12-14 03:11:00,2,329.88,46.96,0.0
2015-12-14 03:32:00,1,399.98,47.25,0.0
2015-12-14 04:14:00,5,1054.76,55.11,1.0
2015-12-14 04:35:00,4,869.93,64.97,1.0
2015-12-14 04:56:00,1,499.95,59.39,0.0
2015-12-14 05:17:00,2,179.97,38.8,1.0
2015-12-14 05:59:00,4,989.89,78.79,1.0
2015-12-14 06:20:00,2,399.97,36.84,0.0
2015-12-14 06:41:00,2,279.93,14.88,0.0
2015-12-14 07:23:00,2,599.97,88.87,1.0
2015-12-14 07:44:00,4,439.95,24.58,0.0
2015-12-14 08:05:00,5,959.93,-122.19,1.0
2015-12-14 08:26:00,1,239.96,23.23,0.0
2015-12-14 09:08:00,2,429.97,-41.65,0.0
2015-12-14 09:29:00,4,1039.88,54.72,1.0
2015-12-14 09:50:00,5,1499.92,68.88,1.0
2015-12-14 10:12:00,2,450.0,58.88,0.0
2015-12-14 10:33:00,1,159.96,-14.82,0.0
2015-12-14 10:54:00,5,899.92,52.59,0.0
2015-12-14 11:36:00,5,505.96,30.56,1.0
2015-12-14 12:18:00,1,129.99,40.04,0.0
2015-12-14 12:39:00,3,269.94,38.26,0.0
2015-12-14 13:00:00,2,417.97,60.33,1.0
2015-12-14 13:21:00,5,849.94,43.84,1.0
2015-12-14 13:42:00,2,679.92,88.16,0.0
2015-12-14 14:03:00,2,249.95,53.44,1.0
2015-12-14 14:24:00,4,819.91,-37.34,1.0
2015-12-14 14:45:00,3,549.91,32.67,1.0
2015-12-14 15:06:00,1,299.95,-197.88,1.0
2015-12-14 15:27:00,3,649.94,74.87,0.0
2015-12-14 15:48:00,1,299.98,-76.32,0.0
2015-12-14 16:09:00,5,1169.8,56.87,0.0
2015-12-14 16:51:00,4,299.86,-10.2,1.0
2015-12-14 17:12:00,3,549.96,29.54,0.0
2015-12-14 17:33:00,5,869.89,-11.49,0.0
2015-12-14 17:54:00,3,849.9,45.08,0.0
2015-12-14 18:15:00,4,399.97,13.03,1.0
2015-12-14 18:36:00,3,949.96,44.03,1.0
2015-12-14 18:57:00,1,119.98,-18.0,0.0
2015-12-14 19:18:00,2,799.96,78.0,0.0
2015-12-14 19:39:00,2,319.96,50.75,0.0
2015-12-14 20:00:00,4,659.92,67.86,1.0
2015-12-14 20:21:00,2,279.97,63.63,1.0
2015-12-14 20:42:00,2,599.96,92.37,1.0
2015-12-14 21:03:00,2,189.98,35.35,1.0
2015-12-14 21:24:00,4,589.93,-2.32,1.0
2015-12-14 21:45:00,5,859.91,19.73,1.0
2015-12-14 22:06:00,2,299.95,27.96,1.0
2015-12-14 22:27:00,1,299.98,98.0,0.0
2015-12-14 22:48:00,1,149.94,9.33,1.0
2015-12-14 23:09:00,2,549.92,-388.59,1.0
2015-12-14 23:30:00,4,889.85,17.47,1.0
2015-12-14 23:51:00,3,799.89,14.5,1.0
2015-12-15 00:12:00,2,249.92,-65.76,1.0
2015-12-15 00:33:00,4,569.91,48.55,1.0
2015-12-15 00:54:00,5,559.94,15.12,1.0
2015-12-15 01:15:00,5,1029.84,56.29,1.0
2015-12-15 01:36:00,3,579.94,72.68,1.0
2015-12-15 01:57:00,5,949.93,18.0,0.0
2015-12-15 02:18:00,5,614.82,34.47,0.0
2015-12-15 02:39:00,3,649.91,47.9,0.0
2015-12-15 03:01:00,1,239.96,79.79,1.0
2015-12-15 03:22:00,2,699.96,69.58,1.0
2015-12-15 03:43:00,5,899.88,-29.83,0.0
2015-12-15 04:04:00,3,409.92,33.15,1.0
2015-12-15 04:25:00,4,909.91,-39.96,1.0
2015-12-15 05:07:00,5,1109.86,-7.68,1.0
2015-12-15 05:28:00,4,614.88,-6.8,0.0
2015-12-15 06:31:00,3,339.92,-5.06,1.0
2015-12-15 07:13:00,4,649.91,47.44,1.0
2015-12-15 07:55:00,3,652.94,19.5,1.0
2015-12-15 08:16:00,3,429.87,25.14,1.0
2015-12-15 08:37:00,5,1177.83,85.38,1.0
2015-12-15 08:58:00,5,729.92,42.23,0.0
2015-12-15 09:19:00,5,1089.9,26.02,0.0
2015-12-15 09:40:00,3,579.88,31.25,1.0
2015-12-15 10:22:00,3,829.92,94.25,1.0
2015-12-15 10:43:00,3,749.9,76.08,0.0
2015-12-15 11:04:00,5,809.87,18.59,0.0
2015-12-15 11:25:00,2,299.95,-16.32,1.0
2015-12-15 11:46:00,1,299.97,71.24,1.0
2015-12-15 12:07:00,1,179.97,69.36,1.0
2015-12-15 12:49:00,1,299.98,93.89,0.0
2015-12-15 13:10:00,3,569.88,47.56,0.0
2015-12-15 13:31:00,2,159.98,22.97,1.0
2015-12-15 13:52:00,5,1244.93,-21.78,1.0
2015-12-15 14:13:00,2,99.98,6.93,0.0
2015-12-15 14:34:00,2,479.96,110.54,0.0
2015-12-15 14:55:00,5,853.88,42.44,0.0
2015-12-15 15:16:00,3,879.92,45.63,1.0
2015-12-15 15:37:00,5,809.95,29.76,1.0
2015-12-15 15:58:00,3,699.87,-53.52,0.0
2015-12-15 16:19:00,4,1059.91,-150.17,0.0
2015-12-15 16:40:00,3,564.93,39.98,0.0
2015-12-15 17:22:00,5,1479.79,9.09,1.0
2015-12-15 17:43:00,1,49.98,18.89,0.0
2015-12-15 18:25:00,1,129.99,57.33,1.0
2015-12-15 18:46:00,1,239.96,111.73,1.0
2015-12-15 19:07:00,1,399.98,3.94,1.0
2015-12-15 19:28:00,1,399.96,-240.1,0.0
2015-12-15 19:49:00,5,989.8,-60.14,0.0
2015-12-15 20:11:00,3,479.88,72.43,0.0
2015-12-15 20:32:00,2,699.93,84.13,1.0
2015-12-15 20:53:00,1,199.99,65.57,1.0
2015-12-15 21:35:00,5,1229.91,-149.4,0.0
2015-12-15 21:56:00,1,127.96,47.22,0.0
2015-12-15 22:17:00,5,1397.81,75.01,1.0
2015-12-15 22:38:00,3,674.93,-45.77,1.0
2015-12-15 23:20:00,2,319.92,58.95,1.0
2015-12-15 23:41:00,4,809.97,55.71,0.0
2015-12-16 00:02:00,3,269.97,4.19,1.0
2015-12-16 00:23:00,1,199.99,51.48,1.0
2015-12-16 00:44:00,1,99.99,10.51,0.0
2015-12-16 01:05:00,1,119.97,46.24,0.0
2015-12-16 01:47:00,1,179.97,12.4,1.0
2015-12-16 02:08:00,4,619.92,23.74,1.0
2015-12-16 02:29:00,4,1299.92,87.2,1.0
2015-12-16 02:50:00,2,499.94,41.58,1.0
2015-12-16 03:32:00,3,1039.9,122.2,1.0
2015-12-16 03:53:00,1,399.98,118.29,1.0
2015-12-16 04:14:00,3,449.9,48.55,0.0
2015-12-16 04:35:00,5,699.95,36.42,1.0
2015-12-16 04:56:00,5,1649.83,93.98,0.0
2015-12-16 05:17:00,2,329.99,51.38,1.0
2015-12-16 05:38:00,3,749.98,74.75,1.0
2015-12-16 05:59:00,4,739.85,55.39,0.0
2015-12-16 06:20:00,3,529.93,39.44,0.0
2015-12-16 06:41:00,5,524.92,2.15,0.0
2015-12-16 07:02:00,5,1419.91,48.58,0.0
2015-12-16 07:44:00,4,819.9,-5.31,0.0
2015-12-16 08:05:00,5,874.92,46.86,0.0
2015-12-16 09:08:00,5,869.82,-40.98,0.0
2015-12-16 09:29:00,3,814.86,87.94,0.0
2015-12-16 09:50:00,5,1039.93,-76.12,0.0
2015-12-16 10:11:00,3,471.91,10.09,0.0
2015-12-16 10:32:00,3,799.85,77.67,1.0
2015-12-16 10:53:00,5,689.88,23.94,1.0
2015-12-16 11:14:00,3,563.92,-18.53,1.0
2015-12-16 11:35:00,1,250.0,54.0,1.0
2015-12-16 11:56:00,4,705.9,34.3,0.0
2015-12-16 12:17:00,2,279.93,31.12,1.0
2015-12-16 12:38:00,2,639.94,-149.81,1.0
2015-12-16 13:00:00,5,1229.84,-23.25,0.0
2015-12-16 13:21:00,1,100.0,-63.0,1.0
2015-12-16 13:42:00,2,399.9,10.56,0.0
2015-12-16 14:03:00,1,129.99,13.66,1.0
2015-12-16 14:24:00,3,299.97,27.16,1.0
2015-12-16 14:45:00,2,274.99,50.28,0.0
2015-12-16 15:06:00,5,1359.93,-125.17,0.0
2015-12-16 15:27:00,2,799.96,62.0,1.0
2015-12-16 15:48:00,4,749.94,36.42,1.0
2015-12-16 16:09:00,5,629.94,36.24,1.0
2015-12-16 16:30:00,2,229.95,2.98,1.0
2015-12-16 16:51:00,3,379.96,19.31,1.0
2015-12-16 17:33:00,5,1179.88,61.16,1.0
2015-12-16 17:54:00,1,129.99,53.3,1.0
2015-12-16 18:15:00,1,49.98,23.27,0.0
2015-12-16 18:36:00,2,529.95,51.68,1.0
2015-12-16 18:57:00,1,499.95,-325.47,1.0
2015-12-16 19:18:00,2,449.85,7.49,1.0
2015-12-16 19:39:00,4,227.9,21.2,1.0
2015-12-16 20:21:00,4,709.96,39.04,0.0
2015-12-16 20:42:00,5,795.85,-14.27,0.0
2015-12-16 21:03:00,1,399.98,121.67,1.0
